MB_16S_ID,MG_ID,MB_18S_ID,Date,Station,SAMPLE_TYPE,Cast,Sample_type,Julian_Day,LAT,LON,DEPTH
AE09F03ADNA,,,45666,9_Epidavros_basin,Water,,DNA,20259,37.64605,23.25391,409
AE10F01ADNA,,,45666,10_Outer_Saronikos,Water,,DNA,20259,37.6405,23.71544,2_
AE10F02ADNA,,,45666,10_Outer_Saronikos,Water,,DNA,20259,37.6405,23.71544,113
AE10F03ADNA,,,45666,10_Outer_Saronikos,Water,,DNA,20259,37.6405,23.71544,225
AE11F01ADNA,,,45666,11_Sounio,Water,,DNA,20259,37.65325,23.97427,2_
AE11F02ADNA,,,45666,11_Sounio,Water,,DNA,20259,37.65325,23.97427,25
AE06F01ADNA,,,45666,6_Kifisos_river_estuary,Water,,DNA,20259,37.92654,23.67018,_2
AE06F02ADNA,,,45666,6_Kifisos_river_estuary,Water,,DNA,20259,37.92654,23.67018,19
AE03F01ADNA,,,45666,3_Psytallia,Water,,DNA,20259,37.92749,23.59576,_2
AE03F02ADNA,,,45666,3_Psytallia,Water,,DNA,20259,37.92749,23.59576,56
AE01SDNA,AE01SDNA,,45665,1_East_Elefsis_Gulf,Sediment,,DNA,20258,38.01754,23.55751,20
AE02SDNA,,,45665,2_East_Elefsis_Gulf,Sediment,,DNA,20258,38.01094,23.47087,32
AE03SDNA,,,45666,3_Psytallia,Sediment,,DNA,20259,37.92749,23.59576,58
AE04SDNA,,,45665,4_Salamina_1,Sediment,,DNA,20258,37.95045,23.34402,78
AE05SDNA,,,45665,5_Salamina_2,Sediment,,DNA,20258,37.89231,23.391764,72
AE06SDNA,,,45666,6_Kifisos_river_estuary,Sediment,,DNA,20259,37.92654,23.67018,21
AE07SDNA,,,45665,7_Ag._Theodori,Sediment,,DNA,20258,37.88995,23.07729,147
AE08SDNA,,,45665,8_Megara_basin,Sediment,,DNA,20258,37.87454,23.15803,227
AE09SDNA,,,45666,9_Epidavros_basin,Sediment,,DNA,20259,37.64605,23.25391,411
AE10SDNA,,,45666,10_Outer_Saronikos,Sediment,,DNA,20259,37.6405,23.71544,227
AE11SDNA,,,45666,11_Sounio,Sediment,,DNA,20259,37.65325,23.97427,27
OBA01LaWDNA,,,46078,1,Water,,DNA,202656,43.76394667,-7.209066667,5
OBA01LbWDNA,,,46078,1,Water,,DNA,202656,43.76394667,-7.209066667,130
OBA02LaWDNA,,,46078,2,Water,,DNA,202656,43.567995,-7.041638333,5
OBA03LaWDNA,,,46078,3,Water,,DNA,202656,43.60435167,-5.972623333,5
OBA04LaWDNA,OBA04LaWMG,,46078,4,Water,,DNA,202656,43.688985,-5.658343333,5
OBA04LbWDNA,,,46078,4,Water,,DNA,202656,43.688985,-5.658343333,112
OBA05LaWDNA,,,46079,5,Water,,DNA,202657,43.543815,-4.004691667,5
OBA05LbWDNA,,,46079,5,Water,,DNA,202657,43.543815,-4.004691667,308
OBA06LaWDNA,,,46079,6,Water,,DNA,202657,43.49608,-3.73427,5
OBA07OaWDNA,OBA07OaWMG,,46079,7,Water,,DNA,202657,43.87133333,-3.7229,5
OBA07ObWDNA,,,46079,7,Water,,DNA,202657,43.87133333,-3.7229,13
OBA07OcWDNA,,,46079,7,Water,,DNA,202657,43.87133333,-3.7229,1000
OBA07OdWDNA,,,46079,7,Water,,DNA,202657,43.87133333,-3.7229,3016
OBA08OaWDNA,,,46080,8,Water,,DNA,202658,43.79496833,-2.470781667,5
OBA08ObWDNA,,,46080,8,Water,,DNA,202658,43.79496833,-2.470781667,30
OBA08OcWDNA,,,46080,8,Water,,DNA,202658,43.79496833,-2.470781667,450
OBA08OdWDNA,,,46080,8,Water,,DNA,202658,43.79496833,-2.470781667,1060
OBA09LaWDNA,OBA09LaWMG,,46080,9,Water,,DNA,202658,43.38054833,-3.166398333,5
OBA09LbWDNA,,,46080,9,Water,,DNA,202658,43.38054833,-3.166398333,32
OBA10LaWDNA,,,46080,10,Water,,DNA,202658,43.40617333,-3.049576667,5
OBA11LaWDNA,,,46080,11,Water,,DNA,202658,43.40032833,-1.99926,5
OBA11LbWDNA,,,46080,11,Water,,DNA,202658,43.40032833,-1.99926,108
OBA12LaWDNA,,,46081,12,Water,,DNA,202659,43.34217833,-1.934218333,5
OBA13LaWDNA,,,46082,13,Water,,DNA,202660,43.41181833,-9.411776667,5
OBA13LbWDNA,,,46082,13,Water,,DNA,202660,43.41181833,-9.411776667,15
OBA13LcWDNA,,,46082,13,Water,,DNA,202660,43.41181833,-9.411776667,376
OBA14LaWDNA,,,46082,14,Water,,DNA,202660,43.47385167,-8.390961667,5
OBA15LaWDNA,,,46082,15,Water,,DNA,202660,43.5309,-8.560336667,5
OBA15LbWDNA,,,46082,15,Water,,DNA,202660,43.5309,-8.560336667,137
OBA16LaWDNA,OBA16LaWMG,,46083,16,Water,,DNA,202661,42.75939,-9.038221667,5
OBA16LbWDNA,,,46083,16,Water,,DNA,202661,42.75939,-9.038221667,32
OBA17LaWDNA,,,46083,17,Water,,DNA,202661,42.76281667,-9.005283333,5
OBA18LaWDNA,,,46083,18,Water,,DNA,202661,42.51888167,-8.969095,5
OBA19LaWDNA,,,46083,19,Water,,DNA,202661,42.393525,-9.084868333,5
OBA19LbWDNA,,,46083,19,Water,,DNA,202661,42.393525,-9.084868333,106
OBA20LaWDNA,,,46084,20,Water,,DNA,202662,42.20856167,-8.847378333,5
OBA21LaWDNA,OBA21LaWMG,,46084,21,Water,,DNA,202662,42.20588333,-8.994133333,5
OBA21LbWDNA,,,46084,21,Water,,DNA,202662,42.20588333,-8.994133333,108
OBA22LaW1DNA,,,46085,22,Water,,DNA,202663,40.12812,-8.939851667,5
OBA22LaW2DNA,,,46085,22,Water,,DNA,202663,40.12812,-8.939851667,5
OBA23LaWDNA,,,46085,23,Water,,DNA,202663,39.99586,-9.387701667,5
OBA23LbWDNA,,,46085,23,Water,,DNA,202663,39.99586,-9.387701667,122
OBA24OaWDNA,OBA24OaWMG,,46085,24,Water,,DNA,202663,40.57273667,-9.80725,5
OBA24ObWDNA,,,46085,24,Water,,DNA,202663,40.57273667,-9.80725,25
OBA24OcWDNA,,,46085,24,Water,,DNA,202663,40.57273667,-9.80725,1000
OBA24OdWDNA,,,46085,24,Water,,DNA,202663,40.57273667,-9.80725,3120
OBA25LaWDNA,,,46086,25,Water,,DNA,202664,41.10666667,-8.8605,5
OBA25LbWDNA,,,46086,25,Water,,DNA,202664,41.10666667,-8.8605,45
OBA26LaWDNA,,,46086,26,Water,,DNA,202664,41.085585,-8.763426667,5
OBA27OaWDNA,OBA27OaWMG,,46089,27,Water,,DNA,202667,38.65631667,-10.66065,5
OBA27ObWDNA,,,46089,27,Water,,DNA,202667,38.65631667,-10.66065,40
OBA27OcWDNA,,,46089,27,Water,,DNA,202667,38.65631667,-10.66065,1000
OBA27OdWDNA,,,46089,27,Water,,DNA,202667,38.65631667,-10.66065,4387
OBA28LaWDNA,,,46090,28,Water,,DNA,202668,38.59663333,-9.300633333,5
OBA29LaWDNA,OBA29LaWMG,,46090,29,Water,,DNA,202668,38.52496667,-9.337383333,5
OBA29LbWDNA,,,46090,29,Water,,DNA,202668,38.52496667,-9.337383333,105
OBA30LaWDNA,,,46090,30,Water,,DNA,202668,37.08288167,-8.641426667,5
OBA31LaWDNA,,,46090,31,Water,,DNA,202668,37.06969833,-8.583768333,5
OBA31LbWDNA,,,46090,31,Water,,DNA,202668,37.06969833,-8.583768333,29
OBA32OaWDNA,,,46091,32,Water,,DNA,202669,36.415125,-8.02632,5
OBA32ObWDNA,,,46091,32,Water,,DNA,202669,36.415125,-8.02632,40
OBA32OcWDNA,,,46091,32,Water,,DNA,202669,36.415125,-8.02632,752
OBA32OdWDNA,,,46091,32,Water,,DNA,202669,36.415125,-8.02632,1152
OBA33LaWDNA,,,46091,33,Water,,DNA,202669,36.9233,-7.977966667,5
OBA34LaWDNA,OBA34LaWMG,,46091,34,Water,,DNA,202669,36.96281667,-7.8467,5
